ShownWord,ToucheBonneReponse
resources/ee1expressif.jpg,a
resources/ee2emotionnel.jpg,a
resources/ee3reveler.jpg,a
resources/ee4montrer.jpg,a
resources/ee5exprimer.jpg,a
resources/er1controler.jpg,l
resources/er2calme.jpg,l
resources/er3controle.jpg,l
resources/er4contenir.jpg,l
resources/er5inhiber.jpg,l
